       121,     12000,  2120,  1772,  1768,  3833,  2037,   461,  3617,   735,  1807,  3997,   885,  1261
       122,     12100,  2120,  1790,  1756,  3794,  2093,   427,  3644,   778,  1731,  4005,   941,  1191
       123,     12200,  2119,  1808,  1744,  3753,  2150,   395,  3668,   823,  1655,  4010,   999,  1121
       124,     12300,  2118,  1826,  1733,  3709,  2206,   365,  3690,   870,  1580,  4013,  1058,  1053
       125,     12400,  2118,  1845,  1722,  3662,  2262,   337,  3709,   920,  1506,  4012,  1119,   987
       126,     12500,  2117,  1864,  1712,  3614,  2318,   312,  3726,   970,  1432,  4009,  1181,   922
       127,     12600,  2116,  1883,  1702,  3563,  2373,   290,  3740,  1023,  1359,  4003,  1244,   859
       128,     12700,  2114,  1902,  1692,  3510,  2428,   270,  3751,  1078,  1287,  3995,  1308,   797
       129,     12800,  2113,  1921,  1683,  3455,  2483,   253,  3760,  1134,  1216,  3983,  1373,   737
       130,     12900,  2112,  1940,  1675,  3398,  2536,   238,  3766,  1191,  1146,  3969,  1439,   679
       131,     13000,  2110,  1960,  1666,  3339,  2589,   225,  3769,  1251,  1078,  3952,  1506,   623
       132,     13100,  2109,  1979,  1659,  3278,  2642,   216,  3770,  1311,  1011,  3933,  1574,   569
       133,     13200,  2107,  1998,  1652,  3216,  2693,   209,  3768,  1373,   945,  3910,  1642,   517
       134,     13300,  2105,  2018,  1645,  3152,  2744,   204,  3764,  1436,   881,  3885,  1711,   467
       135,     13400,  2104,  2037,  1639,  3086,  2794,   203,  3756,  1500,   819,  3858,  1780,   419
       136,     13500,  2102,  2056,  1633,  3019,  2842,   203,  3746,  1566,   758,  3828,  1849,   374
       137,     13600,  2100,  2075,  1628,  2950,  2890,   207,  3734,  1632,   700,  3795,  1919,   331
       138,     13700,  2097,  2094,  1623,  2880,  2936,   213,  3719,  1699,   643,  3760,  1989,   291
       139,     13800,  2095,  2113,  1619,  2809,  2981,   222,  3701,  1767,   588,  3722,  2058,   253
       140,     13900,  2093,  2131,  1616,  2737,  3025,   233,  3680,  1835,   535,  3682,  2128,   218
       141,     14000,  2090,  2150,  1613,  2664,  3067,   247,  3657,  1904,   485,  3640,  2198,   185
       142,     14100,  2088,  2168,  1611,  2590,  3108,   263,  3632,  1973,   436,  3595,  2267,   155
       143,     14200,  2085,  2185,  1609,  2515,  3147,   282,  3604,  2043,   390,  3548,  2336,   127
       144,     14300,  2083,  2203,  1607,  2440,  3185,   304,  3573,  2113,   346,  3499,  2404,   103
       145,     14400,  2080,  2220,  1607,  2364,  3221,   328,  3541,  2184,   305,  3448,  2472,    81
       146,     14500,  2077,  2237,  1607,  2287,  3256,   354,  3506,  2254,   266,  3395,  2540,    62
       147,     14600,  2075,  2253,  1607,  2211,  3288,   383,  3468,  2324,   230,  3340,  2606,    45
       148,     14700,  2072,  2269,  1608,  2134,  3320,   415,  3428,  2394,   196,  3284,  2672,    32
       149,     14800,  2069,  2285,  1610,  2057,  3349,   448,  3386,  2464,   165,  3225,  2736,    21
       150,     14900,  2066,  2300,  1612,  1980,  3376,   484,  3342,  2534,   136,  3165,  2800,    13
       151,     15000,  2063,  2315,  1614,  1903,  3402,   522,  3296,  2603,   110,  3103,  2863,     9
       152,     15100,  2060,  2329,  1618,  1826,  3426,   562,  3248,  2672,    87,  3040,  2924,     7
       153,     15200,  2057,  2343,  1622,  1749,  3447,   605,  3198,  2740,    67,  2975,  2984,     8
       154,     15300,  2054,  2356,  1626,  1673,  3467,   649,  3146,  2807,    50,  2909,  3043,    12
       155,     15400,  2050,  2369,  1631,  1598,  3485,   696,  3093,  2874,    35,  2842,  3100,    18
       156,     15500,  2047,  2381,  1636,  1523,  3500,   744,  3037,  2939,    24,  2774,  3155,    28
       157,     15600,  2044,  2393,  1642,  1449,  3514,   795,  2980,  3004,    15,  2704,  3209,    40
       158,     15700,  2041,  2404,  1649,  1376,  3526,   847,  2921,  3067,     9,  2634,  3262,    56
       159,     15800,  2038,  2414,  1656,  1304,  3535,   900,  2861,  3129,     6,  2563,  3312,    74
       160,     15900,  2035,  2424,  1663,  1232,  3542,   956,  2800,  3190,     6,  2491,  3361,    95
       161,     16000,  2031,  2433,  1671,  1162,  3548,  1013,  2737,  3250,     8,  2418,  3407,   119
       162,     16100,  2028,  2441,  1679,  1093,  3551,  1071,  2673,  3308,    14,  2345,  3452,   145
       163,     16200,  2025,  2449,  1688,  1026,  3552,  1131,  2608,  3365,    23,  2272,  3495,   174
       164,     16300,  2022,  2456,  1698,   960,  3551,  1192,  2542,  3420,    34,  2198,  3535,   206
       165,     16400,  2019,  2463,  1707,   896,  3547,  1255,  2475,  3473,    48,  2124,  3574,   241
       166,     16500,  2016,  2468,  1718,   833,  3542,  1318,  2407,  3525,    65,  2050,  3610,   278
       167,     16600,  2012,  2473,  1728,   772,  3534,  1383,  2338,  3574,    85,  1975,  3644,   318
       168,     16700,  2009,  2478,  1739,   713,  3525,  1448,  2269,  3622,   108,  1901,  3675,   360
       169,     16800,  2006,  2481,  1751,   655,  3513,  1515,  2199,  3668,   134,  1827,  3705,   404
       170,     16900,  2003,  2484,  1762,   600,  3499,  1582,  2129,  3712,   162,  1754,  3731,   451
       171,     17000,  2000,  2487,  1775,   547,  3483,  1650,  2058,  3754,   193,  1681,  3756,   500
       172,     17100,  1998,  2488,  1787,   496,  3466,  1718,  1987,  3793,   226,  1608,  3778,   551
       173,     17200,  1995,  2489,  1800,   447,  3446,  1787,  1916,  3830,   262,  1536,  3797,   604
       174,     17300,  1992,  2489,  1813,   400,  3424,  1857,  1845,  3865,   301,  1465,  3814,   660
       175,     17400,  1989,  2488,  1826,   356,  3400,  1926,  1774,  3898,   342,  1394,  3828,   717
       176,     17500,  1987,  2487,  1840,   314,  3374,  1996,  1704,  3928,   385,  1325,  3840,   777
       177,     17600,  1984,  2484,  1853,   274,  3347,  2066,  1633,  3956,   431,  1256,  3849,   838
       178,     17700,  1982,  2481,  1867,   237,  3317,  2136,  1563,  3982,   480,  1189,  3855,   900
       179,     17800,  1979,  2478,  1882,   203,  3286,  2205,  1493,  4005,   530,  1123,  3859,   965
       180,     17900,  1977,  2473,  1896,   171,  3253,  2275,  1424,  4025,   583,  1058,  3860,  1031
       181,     18000,  1975,  2468,  1911,   142,  3218,  2344,  1355,  4043,   637,   995,  3859,  1098
       182,     18100,  1972,  2463,  1925,   116,  3182,  2413,  1287,  4058,   694,   933,  3855,  1167
       183,     18200,  1970,  2456,  1940,    93,  3144,  2481,  1220,  4071,   752,   872,  3848,  1237
       184,     18300,  1968,  2449,  1955,    72,  3105,  2549,  1154,  4081,   813,   814,  3839,  1308
       185,     18400,  1966,  2441,  1970,    54,  3064,  2616,  1089,  4089,   875,   757,  3827,  1381
       186,     18500,  1965,  2433,  1985,    39,  3021,  2682,  1026,  4094,   939,   701,  3812,  1454
       187,     18600,  1963,  2424,  2000,    26,  2977,  2747,   963,  4096,  1004,   648,  3795,  1528
       188,     18700,  1961,  2414,  2015,    17,  2932,  2811,   902,  4095,  1071,   597,  3775,  1603
       189,     18800,  1960,  2404,  2030,    11,  2886,  2875,   842,  4092,  1139,   548,  3753,  1678
       190,     18900,  1959,  2393,  2045,     7,  2839,  2937,   783,  4087,  1209,   501,  3729,  1754
       191,     19000,  1957,  2381,  2060,     6,  2790,  2997,   726,  4078,  1280,   456,  3702,  1830
       192,     19100,  1956,  2369,  2075,     8,  2740,  3057,   671,  4067,  1352,   413,  3672,  1907
       193,     19200,  1955,  2356,  2090,    14,  2689,  3115,   618,  4054,  1424,   373,  3640,  1984
       194,     19300,  1954,  2343,  2104,    22,  2638,  3171,   566,  4037,  1498,   335,  3606,  2061
       195,     19400,  1953,  2329,  2119,    32,  2586,  3226,   516,  4018,  1573,   300,  3570,  2138
       196,     19500,  1953,  2315,  2133,    46,  2532,  3280,   468,  3997,  1648,   267,  3531,  2214
       197,     19600,  1952,  2300,  2147,    63,  2479,  3331,   423,  3973,  1724,   236,  3490,  2291
       198,     19700,  1952,  2285,  2161,    82,  2424,  3381,   379,  3947,  1800,   208,  3447,  2367
       199,     19800,  1951,  2269,  2175,   104,  2369,  3429,   337,  3918,  1876,   183,  3402,  2443
       200,     19900,  1951,  2253,  2188,   129,  2314,  3475,   298,  3887,  1953,   160,  3356,  2518
       201,     20000,  1951,  2237,  2202,   157,  2258,  3519,   261,  3854,  2030,   141,  3307,  2593
       202,     20100,  1951,  2220,  2215,   188,  2202,  3560,   226,  3818,  2107,   123,  3256,  2666
       203,     20200,  1951,  2203,  2227,   221,  2145,  3600,   193,  3780,  2184,   109,  3204,  2739
       204,     20300,  1951,  2185,  2240,   256,  2089,  3638,   163,  3739,  2261,    97,  3149,  2811
       205,     20400,  1952,  2168,  2252,   295,  2033,  3673,   135,  3697,  2337,    88,  3094,  2882
       206,     20500,  1952,  2149,  2263,   335,  1976,  3706,   110,  3653,  2413,    82,  3036,  2952
       207,     20600,  1953,  2131,  2275,   378,  1920,  3736,    88,  3606,  2488,    78,  2978,  3020
       208,     20700,  1954,  2113,  2286,   424,  1864,  3764,    67,  3558,  2563,    78,  2917,  3087
       209,     20800,  1955,  2094,  2296,   472,  1808,  3790,    50,  3507,  2637,    80,  2856,  3152
       210,     20900,  1956,  2075,  2306,   522,  1752,  3813,    35,  3455,  2710,    85,  2793,  3216
       211,     21000,  1957,  2056,  2316,   574,  1697,  3834,    23,  3401,  2783,    93,  2729,  3279
       212,     21100,  1958,  2037,  2325,   629,  1643,  3853,    13,  3345,  2854,   103,  2665,  3339
       213,     21200,  1959,  2017,  2334,   685,  1589,  3868,     6,  3288,  2924,   116,  2599,  3398
       214,     21300,  1961,  1998,  2342,   743,  1535,  3881,     2,  3230,  2993,   132,  2532,  3455
       215,     21400,  1962,  1979,  2350,   803,  1483,  3892,     0,  3169,  3060,   151,  2465,  3509
       216,     21500,  1964,  1960,  2357,   865,  1431,  3900,     1,  3108,  3127,   173,  2397,  3562
       217,     21600,  1965,  1940,  2364,   929,  1380,  3905,     5,  3045,  3191,   197,  2328,  3613
       218,     21700,  1967,  1921,  2371,   994,  1330,  3908,    11,  2982,  3254,   223,  2260,  3661
       219,     21800,  1969,  1902,  2376,  1061,  1281,  3908,    21,  2917,  3315,   253,  2190,  3707
       220,     21900,  1971,  1883,  2382,  1129,  1233,  3905,    32,  2851,  3375,   285,  2121,  3751
       221,     22000,  1973,  1864,  2387,  1199,  1187,  3900,    47,  2784,  3432,   319,  2051,  3792
       222,     22100,  1976,  1845,  2391,  1269,  1141,  3892,    64,  2716,  3488,   356,  1981,  3831
       223,     22200,  1978,  1826,  2394,  1341,  1097,  3882,    83,  2648,  3541,   395,  1911,  3867
       224,     22300,  1980,  1808,  2398,  1414,  1054,  3869,   105,  2579,  3592,   437,  1842,  3900
       225,     22400,  1983,  1790,  2400,  1487,  1013,  3853,   130,  2510,  3642,   480,  1772,  3931
       226,     22500,  1985,  1772,  2402,  1562,   973,  3835,   157,  2440,  3688,   527,  1703,  3960
       227,     22600,  1988,  1754,  2404,  1637,   935,  3814,   187,  2370,  3733,   575,  1634,  3985
       228,     22700,  1991,  1737,  2404,  1713,   898,  3791,   219,  2300,  3775,   625,  1566,  4008
       229,     22800,  1993,  1720,  2405,  1789,   863,  3765,   253,  2230,  3815,   677,  1499,  4028
       230,     22900,  1996,  1703,  2405,  1866,   829,  3737,   290,  2159,  3852,   732,  1432,  4046
       231,     23000,  1999,  1687,  2404,  1943,   798,  3707,   329,  2089,  3887,   788,  1366,  4060
       232,     23100,  2002,  1671,  2402,  2020,   768,  3674,   370,  2019,  3919,   846,  1301,  4072
       233,     23200,  2005,  1656,  2400,  2097,   740,  3639,   413,  1949,  3948,   905,  1237,  4080
       234,     23300,  2008,  1641,  2398,  2174,   714,  3601,   459,  1880,  3975,   967,  1174,  4086
       235,     23400,  2011,  1627,  2395,  2251,   689,  3562,   506,  1811,  3999,  1029,  1112,  4089
       236,     23500,  2014,  1613,  2391,  2327,   667,  3520,   556,  1743,  4020,  1094,  1052,  4089
       237,     23600,  2017,  1599,  2387,  2403,   647,  3476,   607,  1676,  4038,  1159,   993,  4086
       238,     23700,  2020,  1587,  2382,  2479,   628,  3431,   660,  1609,  4054,  1226,   935,  4080
       239,     23800,  2023,  1574,  2377,  2554,   612,  3383,   715,  1543,  4066,  1294,   879,  4072
       240,     23900,  2026,  1562,  2371,  2628,   597,  3333,   771,  1478,  4076,  1363,   825,  4060
       241,     24000,  2030,  1551,  2365,  2702,   585,  3282,   829,  1414,  4083,  1433,   772,  4046
       242,     24100,  2033,  1541,  2358,  2775,   575,  3228,   889,  1352,  4087,  1504,   721,  4028
       243,     24200,  2036,  1531,  2351,  2846,   567,  3173,   950,  1290,  4088,  1576,   671,  4008
       244,     24300,  2039,  1521,  2343,  2917,   561,  3117,  1012,  1230,  4086,  1648,   624,  3985
       245,     24400,  2042,  1513,  2335,  2986,   557,  3059,  1076,  1171,  4082,  1721,   579,  3960
       246,     24500,  2046,  1505,  2326,  3054,   556,  3000,  1141,  1114,  4074,  1794,   535,  3932
       247,     24600,  2049,  1497,  2317,  3120,   556,  2939,  1206,  1059,  4064,  1868,   494,  3901
       248,     24700,  2052,  1491,  2307,  3185,   559,  2877,  1273,  1005,  4050,  1942,   455,  3867
       249,     24800,  2055,  1485,  2297,  3248,   563,  2814,  1341,   953,  4034,  2016,   418,  3831
       250,     24900,  2058,  1480,  2287,  3310,   570,  2749,  1409,   902,  4015,  2091,   383,  3792
       251,     25000,  2061,  1475,  2276,  3370,   579,  2684,  1478,   854,  3993,  2165,   351,  3751
       252,     25100,  2064,  1471,  2265,  3428,   590,  2618,  1548,   807,  3969,  2239,   321,  3707
       253,     25200,  2067,  1468,  2253,  3484,   603,  2551,  1618,   763,  3941,  2312,   293,  3661
       254,     25300,  2070,  1466,  2241,  3538,   618,  2483,  1689,   720,  3912,  2386,   268,  3613
       255,     25400,  2073,  1464,  2229,  3590,   635,  2415,  1759,   680,  3879,  2458,   245,  3562
       256,     25500,  2076,  1463,  2216,  3639,   655,  2346,  1830,   642,  3844,  2531,   225,  3510
       257,     25600,  2079,  1463,  2203,  3687,   676,  2277,  1901,   606,  3806,  2602,   208,  3455
       258,     25700,  2081,  1463,  2190,  3732,   699,  2208,  1972,   573,  3766,  2673,   193,  3398
       259,     25800,  2084,  1464,  2176,  3775,   724,  2138,  2043,   542,  3723,  2743,   180,  3339
       260,     25900,  2087,  1466,  2163,  3815,   751,  2068,  2114,   513,  3678,  2812,   170,  3279
       261,     26000,  2089,  1469,  2149,  3853,   780,  1998,  2184,   487,  3630,  2879,   163,  3217
       262,     26100,  2092,  1472,  2135,  3888,   810,  1929,  2254,   463,  3581,  2946,   158,  3153
       263,     26200,  2094,  1476,  2120,  3920,   843,  1859,  2324,   442,  3529,  3011,   156,  3087
       264,     26300,  2096,  1481,  2106,  3950,   877,  1790,  2393,   423,  3475,  3075,   157,  3020
       265,     26400,  2098,  1487,  2091,  3978,   913,  1721,  2461,   407,  3419,  3137,   160,  2952
       266,     26500,  2100,  1493,  2076,  4002,   950,  1652,  2528,   393,  3361,  3198,   166,  2882
       267,     26600,  2103,  1500,  2061,  4024,   989,  1584,  2594,   382,  3301,  3258,   174,  2811
       268,     26700,  2104,  1507,  2047,  4043,  1030,  1517,  2660,   374,  3239,  3315,   185,  2740
